Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nombre completo,Nacido en España,Fecha_nacimiento,Edad_actual,Increment
Jordi,Ferrer,Espanya,Sevilla,15,2,1958,Hombre,1859.8949999999998,No,1.0,Grup B,Jordi Ferrer,True,1958-02-15,68,0.035
Arnau,Sánchez,Espanya,Sevilla,21,10,1990,Hombre,2224.2149999999997,No,1.0,Grup B,Arnau Sánchez,True,1990-10-21,35,0.035
Marta,Romero García,Espanya,Madrid,11,5,1973,Mujer,1996.5149999999999,No,1.0,Grup B,Marta Romero García,True,1973-05-11,52,0.035
Marta,Romero,Espanya,Sevilla,27,4,1976,Mujer,1820.5649999999998,No,1.0,Grup B,Marta Romero,True,1976-04-27,49,0.035
Toni,Romero,Espanya,València,19,1,1974,Hombre,1501.7849999999999,No,1.0,Grup B,Toni Romero,True,1974-01-19,52,0.035
Arnau,Romero Romero,Espanya,València,8,10,1968,Hombre,1874.3849999999998,No,1.0,Grup B,Arnau Romero Romero,True,1968-10-08,57,0.035
Toni,Sánchez,Espanya,Barcelona,1,1,1987,Hombre,1545.2549999999999,No,1.0,Grup B,Toni Sánchez,True,1987-01-01,39,0.035
Jordi,Ferrer,Espanya,Sevilla,12,7,2003,Hombre,1462.455,No,1.0,Grup B,Jordi Ferrer,True,2003-07-12,22,0.035
Anna,Sánchez,Espanya,València,25,2,1981,Mujer,1242.0,No,1.0,Grup B,Anna Sánchez,True,1981-02-25,45,0.035
Oriol,Ferrer Romero,Espanya,Madrid,9,2,1985,Hombre,2038.9499999999998,No,1.0,Grup B,Oriol Ferrer Romero,True,1985-02-09,41,0.035
Sophie,Smith,Regne Unit,Manchester,8,1,1957,Mujer,1297.8899999999999,Sí,,Grup B,Sophie Smith,False,1957-01-08,69,0.035
Lea,Schneider Schneider,Alemanya,Berlín,23,10,2005,Mujer,2083.455,No,1.0,Grup B,Lea Schneider Schneider,False,2005-10-23,20,0.035
José,González Ramírez,Mèxic,Ciutat de Mèxic,2,3,1955,Hombre,1735.695,No,1.0,Grup B,José González Ramírez,False,1955-03-02,70,0.035
Sara,Gutiérrez,Colòmbia,Bogotà,26,2,1970,Mujer,1959.2549999999999,No,1.0,Grup B,Sara Gutiérrez,False,1970-02-26,56,0.035
Eva,García,Espanya,Bilbao,18,10,1962,,2209.725,No,1.0,Grup B,Eva García,True,1962-10-18,63,0.035
Jordi,Romero García,Espanya,Sevilla,6,8,2000,Hombre,2041.0199999999998,Sí,,Grup B,Jordi Romero García,True,2000-08-06,25,0.035
Emily,Jones,Regne Unit,Londres,15,11,1969,Mujer,1318.59,No,1.0,Grup B,Emily Jones,False,1969-11-15,56,0.035
Joan,Romero Sánchez,Espanya,Bilbao,24,7,1951,Hombre,1545.2549999999999,Sí,,Grup B,Joan Romero Sánchez,True,1951-07-24,74,0.035
Joan,Romero Martínez,Espanya,Bilbao,19,11,1954,Hombre,2164.185,No,1.0,Grup B,Joan Romero Martínez,True,1954-11-19,71,0.035
Joan,Sánchez,Espanya,València,9,8,1997,Hombre,2383.605,Sí,,Grup B,Joan Sánchez,True,1997-08-09,28,0.035
Mohamed,El Amrani Zahraoui,Marroc,Casablanca,12,8,1984,Otros,1599.0749999999998,Sí,,Grup B,Mohamed El Amrani Zahraoui,False,1984-08-12,41,0.035
Pau,Ferrer,Espanya,Barcelona,15,3,1991,Hombre,1555.6049999999998,Sí,,Grup B,Pau Ferrer,True,1991-03-15,34,0.035
Toni,Ferrer,Espanya,Bilbao,24,2,1964,Otros,2214.8999999999996,No,1.0,Grup B,Toni Ferrer,True,1964-02-24,62,0.035
Oriol,Castells,Espanya,Bilbao,17,3,1965,Hombre,2299.77,No,1.0,Grup B,Oriol Castells,True,1965-03-17,60,0.035
Marco,Conti Rossi,Itàlia,Roma,4,1,1986,Hombre,1500.7499999999998,No,1.0,Grup B,Marco Conti Rossi,False,1986-01-04,40,0.035
Mia,Fischer,Alemanya,Berlín,11,8,1950,Mujer,1611.495,Sí,,Grup B,Mia Fischer,False,1950-08-11,75,0.035
Toni,Castells Ferrer,Espanya,Barcelona,15,11,1974,,1904.3999999999999,No,1.0,Grup B,Toni Castells Ferrer,True,1974-11-15,51,0.035
Marc,Castells Sánchez,Espanya,Barcelona,24,6,2000,Hombre,1446.9299999999998,No,1.0,Grup B,Marc Castells Sánchez,True,2000-06-24,25,0.035
Laia,Sánchez,Espanya,Sevilla,3,3,1982,Mujer,1914.7499999999998,Sí,,Grup B,Laia Sánchez,True,1982-03-03,43,0.035
George,Jones Taylor,Regne Unit,Londres,27,5,2000,,2173.5,No,1.0,Grup B,George Jones Taylor,False,2000-05-27,25,0.035
Núria,Castells,Espanya,València,25,12,1992,Mujer,2093.805,Sí,,Grup B,Núria Castells,True,1992-12-25,33,0.035
Luisa,González Cruz,Mèxic,Ciutat de Mèxic,20,11,1990,Mujer,1243.0349999999999,Sí,,Grup B,Luisa González Cruz,False,1990-11-20,35,0.035
Oriol,Romero García,Espanya,Barcelona,5,9,1972,Hombre,1512.135,No,1.0,Grup B,Oriol Romero García,True,1972-09-05,53,0.035
Oriol,Martínez,Espanya,Sevilla,26,7,1957,Hombre,2361.87,No,1.0,Grup B,Oriol Martínez,True,1957-07-26,68,0.035
Núria,Ferrer,Espanya,Barcelona,9,6,1959,,2029.6349999999998,No,1.0,Grup B,Núria Ferrer,True,1959-06-09,66,0.035
Clara,García,Espanya,Sevilla,16,10,1951,Mujer,1479.0149999999999,Sí,,Grup B,Clara García,True,1951-10-16,74,0.035
Valentina,Rojas,Colòmbia,Bogotà,6,9,1959,Mujer,1226.475,No,1.0,Grup B,Valentina Rojas,False,1959-09-06,66,0.035
Carla,Sánchez,Espanya,Madrid,2,7,1990,Mujer,1575.27,Sí,,Grup B,Carla Sánchez,True,1990-07-02,35,0.035
Marta,Romero García,Espanya,València,3,4,1972,Otros,1397.25,Sí,,Grup B,Marta Romero García,True,1972-04-03,53,0.035
Valentina,Torres,Colòmbia,Bogotà,14,1,1968,Mujer,2111.3999999999996,No,1.0,Grup B,Valentina Torres,False,1968-01-14,58,0.035
Jordi,Romero Martínez,Espanya,Barcelona,11,6,1983,Hombre,2383.605,No,1.0,Grup B,Jordi Romero Martínez,True,1983-06-11,42,0.035
Laia,García,Espanya,Madrid,9,8,1991,Mujer,1547.3249999999998,No,1.0,Grup B,Laia García,True,1991-08-09,34,0.035
Anna,Ferrer Castells,Espanya,Bilbao,18,8,1992,Mujer,1363.0949999999998,Sí,,Grup B,Anna Ferrer Castells,True,1992-08-18,33,0.035
Toni,López,Espanya,Madrid,12,10,1964,Hombre,1414.8449999999998,Sí,,Grup B,Toni López,True,1964-10-12,61,0.035
Marta,Ferrer Sánchez,Espanya,València,18,3,1952,Mujer,1344.465,Sí,,Grup B,Marta Ferrer Sánchez,True,1952-03-18,73,0.035
Marco,Russo,Itàlia,Torí,13,7,1982,Hombre,2270.79,No,1.0,Grup B,Marco Russo,False,1982-07-13,43,0.035
Lucas,Álvarez Álvarez,Argentina,Còrdova,17,5,1981,Hombre,1978.9199999999998,Sí,,Grup B,Lucas Álvarez Álvarez,False,1981-05-17,44,0.035
Arnau,García,Espanya,València,11,2,1953,Hombre,1952.0099999999998,No,1.0,Grup B,Arnau García,True,1953-02-11,73,0.035
Arnau,López,Espanya,Madrid,4,4,1994,Otros,1866.1049999999998,No,1.0,Grup B,Arnau López,True,1994-04-04,31,0.035
Camila,Ramírez González,Mèxic,Guadalajara,10,4,1965,Mujer,1917.8549999999998,No,1.0,Grup B,Camila Ramírez González,False,1965-04-10,60,0.035
Laia,Ferrer,Espanya,Bilbao,22,5,1978,Mujer,1260.6299999999999,No,1.0,Grup B,Laia Ferrer,True,1978-05-22,47,0.035
Marta,Romero,Espanya,Bilbao,8,7,1978,Mujer,1910.61,No,1.0,Grup B,Marta Romero,True,1978-07-08,47,0.035
Clara,Ferrer Martínez,Espanya,Sevilla,24,5,1951,Mujer,1828.8449999999998,No,1.0,Grup B,Clara Ferrer Martínez,True,1951-05-24,74,0.035
María,González Hernández,Mèxic,Ciutat de Mèxic,14,7,1965,Mujer,1671.5249999999999,No,1.0,Grup B,María González Hernández,False,1965-07-14,60,0.035
Marc,Sánchez Castells,Espanya,Sevilla,21,3,1980,Hombre,1323.7649999999999,No,1.0,Grup B,Marc Sánchez Castells,True,1980-03-21,45,0.035
Núria,García,Espanya,Barcelona,2,5,1989,Mujer,1683.945,Sí,,Grup B,Núria García,True,1989-05-02,36,0.035
Laia,López,Espanya,Madrid,21,4,1984,Mujer,1220.2649999999999,Sí,,Grup B,Laia López,True,1984-04-21,41,0.035
Carla,García,Espanya,Barcelona,6,10,2001,Mujer,2030.6699999999998,Sí,,Grup B,Carla García,True,2001-10-06,24,0.035
Núria,Romero Martínez,Espanya,València,16,3,2004,Mujer,1426.2299999999998,Sí,,Grup B,Núria Romero Martínez,True,2004-03-16,21,0.035
Sophie,Moreau Lefevre,França,Marsella,11,1,1995,Mujer,1802.9699999999998,Sí,,Grup B,Sophie Moreau Lefevre,False,1995-01-11,31,0.035
Núria,Ferrer Romero,Espanya,Sevilla,16,3,1989,Mujer,1300.995,No,1.0,Grup B,Núria Ferrer Romero,True,1989-03-16,36,0.035
Arnau,López López,Espanya,Bilbao,6,6,1991,Hombre,1430.37,No,1.0,Grup B,Arnau López López,True,1991-06-06,34,0.035
Clara,Romero López,Espanya,Barcelona,8,12,1985,Mujer,1433.475,Sí,,Grup B,Clara Romero López,True,1985-12-08,40,0.035
Carla,López Sánchez,Espanya,Bilbao,11,10,1961,Mujer,1682.9099999999999,Sí,,Grup B,Carla López Sánchez,True,1961-10-11,64,0.035
Toni,Ferrer,Espanya,Bilbao,5,9,1957,Hombre,1464.5249999999999,No,1.0,Grup B,Toni Ferrer,True,1957-09-05,68,0.035
Anna,Castells Martínez,Espanya,Bilbao,6,3,1959,Mujer,1615.6349999999998,Sí,,Grup B,Anna Castells Martínez,True,1959-03-06,66,0.035
Mia,Fischer,Alemanya,Munic,8,9,1953,Mujer,1724.31,No,1.0,Grup B,Mia Fischer,False,1953-09-08,72,0.035
Núria,Martínez Romero,Espanya,Bilbao,9,7,1965,Mujer,1675.665,Sí,,Grup B,Núria Martínez Romero,True,1965-07-09,60,0.035
Sara,Torres Castro,Colòmbia,Medellín,25,2,1992,Mujer,1380.6899999999998,Sí,,Grup B,Sara Torres Castro,False,1992-02-25,34,0.035
Marco,Conti Russo,Itàlia,Torí,28,1,2005,Hombre,2072.0699999999997,No,1.0,Grup B,Marco Conti Russo,False,2005-01-28,21,0.035
Ali,Bennani,Marroc,Casablanca,22,3,1980,Hombre,2235.6,Sí,,Grup B,Ali Bennani,False,1980-03-22,45,0.035
Marc,Ferrer García,Espanya,València,21,4,1996,Hombre,1674.6299999999999,No,1.0,Grup B,Marc Ferrer García,True,1996-04-21,29,0.035
Joan,Romero Martínez,Espanya,Bilbao,24,12,1985,Hombre,1825.7399999999998,No,1.0,Grup B,Joan Romero Martínez,True,1985-12-24,40,0.035
Marta,Romero Ferrer,Espanya,Barcelona,7,2,1962,Mujer,1382.76,Sí,,Grup B,Marta Romero Ferrer,True,1962-02-07,64,0.035
Carla,Castells Castells,Espanya,Sevilla,22,6,1979,Mujer,1909.5749999999998,No,1.0,Grup B,Carla Castells Castells,True,1979-06-22,46,0.035
Arnau,Martínez,Espanya,Bilbao,25,4,1959,Hombre,1420.02,Sí,,Grup B,Arnau Martínez,True,1959-04-25,66,0.035
Marta,Romero,Espanya,Sevilla,26,10,2002,Mujer,1336.185,Sí,,Grup B,Marta Romero,True,2002-10-26,23,0.035
Camille,Girard Lefevre,França,París,26,1,2001,Mujer,1574.235,Sí,,Grup B,Camille Girard Lefevre,False,2001-01-26,25,0.035
Carla,López,Espanya,Bilbao,7,7,2003,Mujer,1821.6,Sí,,Grup B,Carla López,True,2003-07-07,22,0.035
Toni,Castells Romero,Espanya,València,26,8,1988,Hombre,1337.2199999999998,Sí,,Grup B,Toni Castells Romero,True,1988-08-26,37,0.035
Leon,Schneider,Alemanya,Munic,5,5,1981,Hombre,1730.5199999999998,No,1.0,Grup B,Leon Schneider,False,1981-05-05,44,0.035
Marta,García,Espanya,Bilbao,19,8,1950,Mujer,1481.0849999999998,No,1.0,Grup B,Marta García,True,1950-08-19,75,0.035
Francesca,Ferrari Ferrari,Itàlia,Torí,21,4,1990,,1362.06,No,1.0,Grup B,Francesca Ferrari Ferrari,False,1990-04-21,35,0.035
Núria,Martínez Ferrer,Espanya,Barcelona,7,11,1991,Mujer,1558.7099999999998,No,1.0,Grup B,Núria Martínez Ferrer,True,1991-11-07,34,0.035
Joan,García,Espanya,Madrid,22,10,2000,Hombre,2139.345,No,1.0,Grup B,Joan García,True,2000-10-22,25,0.035
Oriol,Castells,Espanya,Bilbao,13,4,1972,Hombre,1647.7199999999998,Sí,,Grup B,Oriol Castells,True,1972-04-13,53,0.035
Jordi,Ferrer López,Espanya,Madrid,13,9,1955,Hombre,1750.185,Sí,,Grup B,Jordi Ferrer López,True,1955-09-13,70,0.035
Marc,López Sánchez,Espanya,Sevilla,11,4,1968,Hombre,1361.0249999999999,No,1.0,Grup B,Marc López Sánchez,True,1968-04-11,57,0.035
Marta,López Sánchez,Espanya,Madrid,17,5,1992,Mujer,1936.485,Sí,,Grup B,Marta López Sánchez,True,1992-05-17,33,0.035
Toni,Castells,Espanya,València,4,9,1964,Hombre,1342.395,No,1.0,Grup B,Toni Castells,True,1964-09-04,61,0.035
Núria,Ferrer,Espanya,Barcelona,19,9,2001,Mujer,1187.145,Sí,,Grup B,Núria Ferrer,True,2001-09-19,24,0.035
Marc,Romero,Espanya,Madrid,2,8,1984,Hombre,1692.225,No,1.0,Grup B,Marc Romero,True,1984-08-02,41,0.035
Laia,Castells López,Espanya,Barcelona,15,11,1969,Mujer,1533.87,No,1.0,Grup B,Laia Castells López,True,1969-11-15,56,0.035
Eva,Castells Martínez,Espanya,Barcelona,15,7,1996,Mujer,1417.9499999999998,Sí,,Grup B,Eva Castells Martínez,True,1996-07-15,29,0.035
Lukas,Müller Fischer,Alemanya,Hamburg,28,3,1971,Hombre,2113.47,No,1.0,Grup B,Lukas Müller Fischer,False,1971-03-28,54,0.035
Marta,Ferrer,Espanya,Madrid,25,5,1976,Mujer,1989.2699999999998,No,1.0,Grup B,Marta Ferrer,True,1976-05-25,49,0.035
Laia,Romero,Espanya,Sevilla,18,5,1960,Mujer,1401.3899999999999,No,1.0,Grup B,Laia Romero,True,1960-05-18,65,0.035
Toni,Ferrer,Espanya,Bilbao,20,2,1980,Hombre,1504.8899999999999,No,1.0,Grup B,Toni Ferrer,True,1980-02-20,46,0.035
Laia,García Ferrer,Espanya,Bilbao,19,1,1970,Mujer,1826.7749999999999,No,1.0,Grup B,Laia García Ferrer,True,1970-01-19,56,0.035
Beatriz,Oliveira Ferreira,Portugal,Lisboa,5,9,1985,Mujer,1602.1799999999998,Sí,,Grup B,Beatriz Oliveira Ferreira,False,1985-09-05,40,0.035
Arnau,Ferrer Romero,Espanya,València,13,7,1958,Hombre,1848.5099999999998,Sí,,Grup B,Arnau Ferrer Romero,True,1958-07-13,67,0.035
Santiago,Gutiérrez Torres,Colòmbia,Medellín,4,12,1959,Hombre,2316.33,Sí,,Grup B,Santiago Gutiérrez Torres,False,1959-12-04,66,0.035
Gabriela,Ramírez,Mèxic,Ciutat de Mèxic,19,2,1990,Mujer,1623.915,Sí,,Grup B,Gabriela Ramírez,False,1990-02-19,36,0.035
Carla,Martínez,Espanya,València,17,4,1999,Mujer,1325.8349999999998,No,1.0,Grup B,Carla Martínez,True,1999-04-17,26,0.035
Youssef,El Amrani Fassi,Marroc,Rabat,13,10,1981,Hombre,1847.475,No,1.0,Grup B,Youssef El Amrani Fassi,False,1981-10-13,44,0.035
Martina,Rodríguez Gómez,Argentina,Buenos Aires,10,3,1978,Mujer,1337.2199999999998,Sí,,Grup B,Martina Rodríguez Gómez,False,1978-03-10,47,0.035
Antoine,Lefevre,França,Marsella,1,10,1953,Hombre,1806.0749999999998,No,1.0,Grup B,Antoine Lefevre,False,1953-10-01,72,0.035
Eva,Ferrer Romero,Espanya,Bilbao,19,5,1976,Mujer,1461.4199999999998,No,1.0,Grup B,Eva Ferrer Romero,True,1976-05-19,49,0.035
Lucas,Fernández Álvarez,Argentina,Còrdova,27,4,1993,Hombre,2061.72,Sí,,Grup B,Lucas Fernández Álvarez,False,1993-04-27,32,0.035
Julieta,Rodríguez,Argentina,Buenos Aires,24,7,1979,Mujer,1222.3349999999998,No,1.0,Grup B,Julieta Rodríguez,False,1979-07-24,46,0.035
Jordi,Ferrer,Espanya,Sevilla,5,3,1993,Hombre,1710.8549999999998,Sí,,Grup B,Jordi Ferrer,True,1993-03-05,32,0.035
Pau,Ferrer García,Espanya,Barcelona,21,3,1982,Hombre,1314.4499999999998,No,1.0,Grup B,Pau Ferrer García,True,1982-03-21,43,0.035
Emily,Taylor Jones,Regne Unit,Manchester,28,3,1958,Mujer,2104.1549999999997,No,1.0,Grup B,Emily Taylor Jones,False,1958-03-28,67,0.035
Anna,Castells García,Espanya,Bilbao,26,3,1950,Mujer,1516.2749999999999,Sí,,Grup B,Anna Castells García,True,1950-03-26,75,0.035
Toni,Martínez,Espanya,Bilbao,5,7,1973,Hombre,1700.5049999999999,Sí,,Grup B,Toni Martínez,True,1973-07-05,52,0.035
Núria,Ferrer,Espanya,Barcelona,7,12,1983,Mujer,2032.7399999999998,No,1.0,Grup B,Núria Ferrer,True,1983-12-07,42,0.035
Marta,García,Espanya,València,14,5,1976,Mujer,1637.37,No,1.0,Grup B,Marta García,True,1976-05-14,49,0.035
Sara,Castro,Colòmbia,Bogotà,4,12,1974,Mujer,1577.34,Sí,,Grup B,Sara Castro,False,1974-12-04,51,0.035
Chiara,Russo Conti,Itàlia,Roma,6,11,1985,Otros,1491.435,Sí,,Grup B,Chiara Russo Conti,False,1985-11-06,40,0.035
Eva,Castells Romero,Espanya,Madrid,24,1,1958,Otros,1974.7799999999997,No,1.0,Grup B,Eva Castells Romero,True,1958-01-24,68,0.035
Jordi,Romero,Espanya,Bilbao,17,11,1969,Hombre,1405.53,No,1.0,Grup B,Jordi Romero,True,1969-11-17,56,0.035
Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,26,3,1988,Mujer,1262.6999999999998,No,1.0,Grup B,Gabriela Ramírez González,False,1988-03-26,37,0.035
Eva,Ferrer Ferrer,Espanya,València,24,12,1979,Mujer,1642.5449999999998,No,1.0,Grup B,Eva Ferrer Ferrer,True,1979-12-24,46,0.035
Laia,López Sánchez,Espanya,Barcelona,11,5,1964,Mujer,2163.1499999999996,No,1.0,Grup B,Laia López Sánchez,True,1964-05-11,61,0.035
Marta,Martínez,Espanya,Barcelona,4,7,1980,Mujer,1718.1,Sí,,Grup B,Marta Martínez,True,1980-07-04,45,0.035
Eva,López Martínez,Espanya,Bilbao,27,7,1998,Mujer,1380.6899999999998,No,1.0,Grup B,Eva López Martínez,True,1998-07-27,27,0.035
Laia,Castells,Espanya,Bilbao,20,11,2000,Mujer,1757.4299999999998,Sí,,Grup B,Laia Castells,True,2000-11-20,25,0.035
Laia,Castells Ferrer,Espanya,Sevilla,23,6,1986,Mujer,1219.23,Sí,,Grup B,Laia Castells Ferrer,True,1986-06-23,39,0.035
